"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","age","educ","income","fruitsperday","vegsperday","ffq_veg_tomatoes","ffq_veg_stringbeans","ffq_veg_beans","ffq_veg_peas","ffq_veg_broccoli","ffq_veg_cauliflower","ffq_veg_cabbage","ffq_veg_carrot","ffq_veg_squash","ffq_veg_sweetpotatoes","ffq_veg_check6","ffq_veg_kale","ffq_veg_spinach","ffq_veg_lettuce","ffq_veg_celery","ffq_veg_peppers","ffq_veg_onions","ffq_veg_asparagus","ffq_veg_mushrooms","FFQ_F_grapes","ffq_fruit_bananas","ffq_fruit_canaloupe","ffq_fruit_avocado","ffq_fruit_apples","ffq_fruit_pears","ffq_fruit_oranges","ffq_fruit_grapefruit","ffq_fruit_check30","ffq_fruit_strawberries","ffq_fruit_blueberries","ffq_fruit_peaches","ffq_fruit_plums","ffq_time_First.Click","ffq_time_Last.Click","ffq_time_Page.Submit","ffq_time_Click.Count","e01","e02","e03","e04","e05","e06r","e07r","e08","check_2","m01","m02","m03","m04","m05","m06","m07r","check_7","comments","assignmentId","hitId","workerId","surv_time","surv_pay"
"2019-02-26 09:04:46","2019-02-26 09:08:24","0","c466e110fdac773b","100","217","1","2019-02-26 09:08:24","R_2tmascUFxioIFVJ","","","","",38.44,-78.87,"anonymous","EN","1","18","3","3","2","2","1","6","2.5","1","16","6","2.5","6","2.5","6","6","1","1","2.5","2.5","6","16","16","1","2.5","2.5","1","6","2.5","1","2.5","16","30","1","2.5","1","2.5","4.391","26.505","27.247","33","3","4","3","3","2","5","4","4","2","6","5","4","5","5","5","3","7","","3Z2R0DQ0JHEREWSEHXRRAK675D8E2G","3S4TINXCC0N4SG7542IWS580JUKBOS","59b5d8a47212ae8c","8","1.10"
"2019-02-26 09:01:23","2019-02-26 09:08:27","0","f370e18f3d220610","100","423","1","2019-02-26 09:08:27","R_30wXTlxIW0fKvX5","","","","",38.62,-90.26,"anonymous","EN","1","28","4","4","3","2","1","2.5","6","2.5","2.5","1","2.5","6","2.5","2.5","6","1","1","6","2.5","6","1","2.5","1","6","6","6","1","16","16","6","2.5","30","2.5","2.5","2.5","2.5","1.104","28.503","29.474","29","4","2","6","6","6","6","6","5","2","2","5","6","6","6","5","5","7","Thank you, very interesting!","3ZV9H2YQQD7AGEAO6XZ2F0IZIVE3WX","3S4TINXCC0N4SG7542IWS580JUKBOS","008f65f4f49d29e2","8","1.10"
"2019-02-26 09:01:10","2019-02-26 09:08:34","0","67bf828a133b4bd4","100","444","1","2019-02-26 09:08:35","R_DwKtYCgqd8LJ0vn","","","","",45.49,-122.51,"anonymous","EN","0","37","4","2","1","4","30","2.5","2.5","2.5","16","1","2.5","2.5","1","1","6","2.5","6","16","1","2.5","6","2.5","2.5","2.5","6","2.5","6","6","2.5","6","2.5","30","2.5","2.5","1","1","3.501","43.967","45.053","27","3","6","6","4","6","6","3","3","2","4","5","4","4","5","6","4","7","I eat a lot of vegetables, but not enough fruit. It was a little hard to answer the last questions because they were grouped together.","3K3R2QNK8B3J3CAZS6LBOP0OX7CU95","3S4TINXCC0N4SG7542IWS580JUKBOS","a02067f3d245d320","8","1.10"
"2019-02-26 09:01:18","2019-02-26 09:08:36","0","feb4f2b38d0fd109","100","438","1","2019-02-26 09:08:36","R_2xQuIBKsUj1NCOW","","","","",30.08,-81.86,"anonymous","EN","1","65","4","3","0.5","1","2.5","6","2.5","2.5","6","6","1","2.5","1","1","6","1","1","6","6","2.5","1","6","6","2.5","16","2.5","1","6","6","2.5","1","30","2.5","2.5","2.5","1","17.068","90.244","91.797","31","3","5","5","4","3","2","2","6","2","4","6","5","6","6","3","3","7","","3L6L49WXW0X1LRE8AAHCZ5XSCY6452","3S4TINXCC0N4SG7542IWS580JUKBOS","0764e3b1d2192af1","8","1.10"
"2019-02-26 09:00:43","2019-02-26 09:08:39","0","6296c748a9d43e76","100","475","1","2019-02-26 09:08:39","R_1Gwztr394JMDA72","","","","",33.75,-84.39,"anonymous","EN","0","34","3","4","2","3","2.5","2.5","16","2.5","2.5","1","6","6","1","1","6","1","30","6","1","2.5","1","1","1","2.5","16","1","2.5","6","1","6","16","30","1","6","2.5","1","3.667","52.525","53.475","19","4","7","2","5","5","6","2","5","2","7","7","5","5","7","5","3","7","","3MRNMEIQW56SNC0MV8YCJYNVB1YLDJ","3S4TINXCC0N4SG7542IWS580JUKBOS","26fc055cca711809","8","1.10"
"2019-02-26 09:00:46","2019-02-26 09:08:44","0","727d47cb07d3f83b","100","478","1","2019-02-26 09:08:45","R_2CKdjW1uiL2T8LV","","","","",35.59,-77.7,"anonymous","EN","1","28","3","3","1","1","6","1","1","1","1","1","1","1","1","1","1","1","1","2.5","2.5","6","6","1","1","1","2.5","1","1","1","1","1","1","30","1","1","1","1","154.221","175.286","176.835","26","4","5","6","5","5","6","3","4","2","2","5","2","4","4","2","2","7","","35BLDD71I6XYMIHC1UPFXZ40QHAVZB","3S4TINXCC0N4SG7542IWS580JUKBOS","e68a5e56d64f382a","8","1.10"
"2019-02-26 09:01:11","2019-02-26 09:08:47","0","3514a3f49959e9c3","100","455","1","2019-02-26 09:08:47","R_TiQKo2OszCvik6Z","","","","",41.37,-81.86,"anonymous","EN","1","46","-1","2","1","1","16","16","30","16","6","1","6","6","1","1","6","2.5","16","1","1","6","16","1","1","2.5","6","2.5","6","6","6","6","2.5","30","6","16","2.5","6","4.65","47.42","51.006","15","4","5","4","6","5","4","4","4","2","4","6","5","4","5","5","5","7","No","308XBLVESI4ABDXFMW42AK8UE8BRB8","3S4TINXCC0N4SG7542IWS580JUKBOS","54990aa193ea6975","8","1.10"
"2019-02-26 09:01:05","2019-02-26 09:08:48","0","b39d464650a94a52","100","462","1","2019-02-26 09:08:48","R_UA5cCE3AahyZXZn","","","","",35.71,-82.55,"anonymous","EN","0","59","5","4","0.5","2","1","2.5","6","6","1","1","2.5","2.5","1","1","6","2.5","1","2.5","1","16","2.5","1","2.5","2.5","1","1","1","1","1","1","6","30","1","2.5","1","1","5.22","47.654","49.459","27","4","5","6","5","5","6","2","5","2","6","6","3","5","5","5","6","7","The study is somewhat flawed, in that I consume a lot more vegetables in the late spring, summer, and early fall due to the availability of fresh vegetables. 
Also, while I am motivated to eat more of fruits and veggies, I have a lot of time limitations since I work 2 jobs.","3X0H8UUIT1OE0VV3WC03N8QBABCWSH","3S4TINXCC0N4SG7542IWS580JUKBOS","00c667a304d5e1b7","8","1.10"
"2019-02-26 09:01:30","2019-02-26 09:08:48","0","41cf46f415b5bc71","100","437","1","2019-02-26 09:08:48","R_YSttUVnuvHsQnv3","","","","",42.72,-87.82,"anonymous","EN","1","60","3","3","1","3","6","2.5","30","6","1","1","1","6","1","2.5","6","1","1","1","2.5","16","16","1","6","2.5","2.5","6","1","6","6","2.5","1","30","6","6","2.5","2.5","5.025","52.341","54.157","26","5","6","7","6","7","3","6","6","2","5","6","7","7","6","2","7","7","I always try to incorporate at least one vegetable or fruit serving in my meals. There are some vegetables that I can no longer tolerate. ","31JLPPHS2UU2B51MFB8SY65DFTF3OL","3S4TINXCC0N4SG7542IWS580JUKBOS","120c5137ea71e5a8","8","1.10"
"2019-02-26 09:01:20","2019-02-26 09:08:48","0","d8c1e6d4c9640b2f","100","448","1","2019-02-26 09:08:49","R_3lWzbv4pk0ejakk","","","","",29.87,-95.52,"anonymous","EN","1","23","3","1","0.25","0.25","2.5","1","1","1","1","1","1","1","1","1","6","1","1","6","1","16","6","1","1","1","1","1","6","1","1","1","1","30","2.5","1","1","1","6.93","36.966","45.185","27","2","4","4","4","4","3","3","2","2","2","2","2","4","4","2","2","7","No.","34PGFRQONOBL1SCD9IRPV7ZOESZJWO","3S4TINXCC0N4SG7542IWS580JUKBOS","a710fe0f66ad99ae","8","1.10"
"2019-02-26 09:02:29","2019-02-26 09:08:56","0","9ff9daa706984e4d","100","386","1","2019-02-26 09:08:56","R_0N8iVYWtHStLEwF","","","","",42.57,-83.75,"anonymous","EN","1","30","4","5","2","2","30","1","1","1","1","1","1","30","1","1","6","1","30","30","30","1","1","1","1","1","1","1","1","1","1","1","1","30","2.5","1","1","1","24.263","54.606","70.747","37","4","4","3","5","5","4","4","4","2","4","4","3","4","4","5","4","7","","3H7XDTSHKCRBAQMC1C6MYU78M0IWGX","3S4TINXCC0N4SG7542IWS580JUKBOS","61db5d9a580c03e5","8","1.10"
"2019-02-26 09:03:38","2019-02-26 09:08:59","0","897b4574737b4ff8","100","320","1","2019-02-26 09:08:59","R_r7oSt2gX9UZ3a37","","","","",39.51,-104.72,"anonymous","EN","1","55","4","5","1.5","3","6","1","2.5","1","2.5","2.5","1","1","1","1","6","16","16","1","1","1","1","1","16","1","2.5","1","16","16","1","1","1","30","2.5","1","1","1","4.066","46.283","47.465","27","6","6","6","6","6","6","6","6","2","6","6","6","6","6","6","6","7","","3F0BG9B9MPNW626BNAKGDEFVY5ZY7V","3S4TINXCC0N4SG7542IWS580JUKBOS","4a69154b39505da6","8","1.10"
"2019-02-26 09:01:02","2019-02-26 09:09:18","0","6ad3bd9a9745e1f7","100","495","1","2019-02-26 09:09:18","R_08vARE9Axaqx52V","","","","",43.21,-78.57,"anonymous","EN","1","49","3","4","0.25","0.25","6","1","6","1","1","1","1","6","1","1","6","1","1","2.5","1","1","1","1","1","16","2.5","1","1","6","1","1","1","30","1","1","1","1","2.263","46.66","50.71","26","3","6","4","5","6","5","3","5","2","3","6","3","3","6","5","2","7","","3LOTDFNYA7Z5WQQHQS04G97WLLIWFY","3S4TINXCC0N4SG7542IWS580JUKBOS","98793758f4c50329","8","1.10"
"2019-02-26 09:02:29","2019-02-26 09:09:23","0","6f25bccd1387396a","100","413","1","2019-02-26 09:09:23","R_2roWIFRQZFoe9W0","","","","",40.74,-73.94,"anonymous","EN","0","54","4","4","0.5","2","6","1","2.5","2.5","2.5","1","1","6","6","2.5","6","2.5","16","1","2.5","6","6","1","2.5","6","2.5","1","6","1","1","1","1","30","1","2.5","1","1","3.77","41.572","42.9","26","6","5","6","5","5","6","4","5","2","6","7","5","6","6","6","6","7","no comments","3QEMNNSB2XZT8RBKREX20T5UGHU7DX","3S4TINXCC0N4SG7542IWS580JUKBOS","d37f6decf23290f4","8","1.10"
"2019-02-26 09:00:49","2019-02-26 09:09:29","0","1c94b76ad6b6a278","100","519","1","2019-02-26 09:09:29","R_2ahjywp7VtOOK0O","","","","",43.55,-71.6,"anonymous","EN","0","41","4","3","1.5","2.5","6","2.5","2.5","1","1","6","1","2.5","2.5","2.5","6","1","2.5","1","1","6","6","1","1","1","1","1","2.5","16","1","1","1","30","2.5","2.5","1","1","2.893","42.274","47.199","15","2","3","5","3","5","5","3","2","2","3","5","2","5","6","2","3","7","It is a bit hard to nail down what I eat when because of the different seasons. I try to buy what is available and AFFORDABLE in each season particularly with fruit. I don't mind buying frozen vegetables but don't like frozen fruit. I did my best though. ","39PAAFCODM02068DV20XBB3J5LOTVT","3S4TINXCC0N4SG7542IWS580JUKBOS","34e1da9efcae20e0","8","1.10"
"2019-02-26 09:01:09","2019-02-26 09:09:30","0","b2eaf22a9b5825fb","100","501","1","2019-02-26 09:09:31","R_1FPoD8SAfhi5EZf","","","","",44.95,-93.16,"anonymous","EN","1","31","6","3","2","3","6","1","2.5","1","1","6","2.5","6","6","1","6","1","2.5","6","2.5","6","16","2.5","2.5","1","16","1","2.5","2.5","2.5","6","1","30","2.5","2.5","1","1","2.415","41.091","48.298","28","2","6","2","5","6","6","3","3","2","5","7","2","5","6","4","4","7","Some of the questions about what fruits and vegetables you eat are badly structured. Like I eat lots of strawberries, but only in the month of June when I can get them locally fresh. So like on average I may not eat a strawberry for months but when in season I eat them several times a week for 3 or 4 weeks. I mean I can average that but that doesn't really capture how I eat when I try to eat many vegetables locally. ","3RSDURM96AMHFHLLAIYMJO7CKS3YEH","3S4TINXCC0N4SG7542IWS580JUKBOS","cbe8ef2938da09e7","8","1.10"
"2019-02-26 09:04:22","2019-02-26 09:09:46","0","0ceee896b9d870c2","100","323","1","2019-02-26 09:09:46","R_2CNRX6RFNdEN50I","","","","",25.53,-80.39,"anonymous","EN","0","40","2","3","4","3","2.5","1","16","1","2.5","30","2.5","2.5","16","2.5","6","1","2.5","6","1","1","1","1","1","2.5","30","16","6","16","16","30","30","30","1","2.5","2.5","2.5","3.866","34.045","61.834","26","6","6","7","6","7","2","3","6","2","7","7","7","6","7","7","7","7","none","3FK0YFF9PZGHDYC20X0CCTR4264VVB","3S4TINXCC0N4SG7542IWS580JUKBOS","74c9248b71e1fb9a","8","1.10"
"2019-02-26 09:01:18","2019-02-26 09:09:50","0","261ec2e63a6936f2","100","511","1","2019-02-26 09:09:50","R_9o7hLO4kNJwcFuV","","","","",12.98,77.58,"anonymous","EN","1","40","6","3","4","3","6","6","16","16","6","2.5","1","6","6","2.5","6","16","1","6","2.5","16","16","16","6","6","6","16","16","6","6","6","16","30","2.5","6","2.5","30","322.304","350.914","351.895","28","5","5","5","6","5","2","3","5","2","5","5","6","6","6","4","2","4","nice","3QY5DC2MXRKS4M1CVSL3YLMZ057UFX","3S4TINXCC0N4SG7542IWS580JUKBOS","eff559ef590ddb4d","8","1.10"
"2019-02-26 09:04:51","2019-02-26 09:09:52","0","658e6df0ba1d3f2d","100","301","1","2019-02-26 09:09:53","R_3nl6DJivr0Qp7SS","","","","",47.53,-122.35,"anonymous","EN","1","36","6","3","1.5","1","6","2.5","2.5","1","2.5","1","1","6","2.5","1","6","2.5","1","6","2.5","2.5","1","1","1","6","6","2.5","6","6","1","6","1","30","6","6","2.5","1","3.13","36.909","41.594","26","2","6","6","5","6","5","3","6","2","5","5","3","6","5","5","2","7","Its about how my habits are when it comes to eating fruits and vegetables.","32M8BPYGATMT9V27CV27X3Y07PKIGC","3S4TINXCC0N4SG7542IWS580JUKBOS","cc62804bb03e40b2","8","1.10"
"2019-02-26 09:00:57","2019-02-26 09:09:53","0","8437842c8978fef5","100","535","1","2019-02-26 09:09:53","R_yxdV5yY2CL2ewPT","","","","",42.87,-85.66,"anonymous","EN","1","47","3","2","2","2","1","6","1","6","1","1","1","6","1","1","6","1","1","6","6","1","1","1","1","6","16","1","1","6","1","6","1","30","1","1","1","1","1.794","35.285","36.017","27","3","6","3","4","3","5","2","7","2","5","3","3","5","5","5","5","7","","3ITXP059PWJSUBV4PDHOYIW38F3JS9","3S4TINXCC0N4SG7542IWS580JUKBOS","40cd36022ec7d32f","8","1.10"
"2019-02-26 09:03:19","2019-02-26 09:10:01","0","0dbab427f1d2f2f3","100","402","1","2019-02-26 09:10:01","R_3KPnqQeHiJvHcw4","","","","",42.82,-83.28,"anonymous","EN","0","36","4","5","1","6","6","2.5","2.5","1","6","16","6","16","16","1","6","6","30","30","16","16","6","6","6","6","6","1","30","1","1","1","1","30","6","6","1","1","3.493","38.801","41.603","27","4","6","6","5","6","3","7","7","2","7","7","7","6","6","7","7","7","Thank you!  ","3L4D84MILZS342HOEJ5PU4P1Z4MJHO","3S4TINXCC0N4SG7542IWS580JUKBOS","27f23871853e3df1","8","1.10"
"2019-02-26 09:01:05","2019-02-26 09:10:09","0","83f5b3c9ba685a56","100","543","1","2019-02-26 09:10:09","R_9A1tg5ARxs31GKJ","","","","",36.86,-76.27,"anonymous","EN","0","64","4","5","2","2","16","6","6","2.5","6","1","6","2.5","2.5","6","6","2.5","6","16","6","6","6","2.5","6","2.5","16","2.5","6","6","6","16","2.5","30","2.5","2.5","2.5","1","4.445","53.602","56.371","29","4","6","6","5","6","4","4","5","2","5","6","6","5","6","6","5","7","No, but obviously choices on fruits varies by season.","36AHBNMV1RCCNB7LENN2D6PRKG2YDO","3S4TINXCC0N4SG7542IWS580JUKBOS","53bb42153857ca6f","8","1.10"
"2019-02-26 09:05:26","2019-02-26 09:10:20","0","41046cbcf2f39a69","100","293","1","2019-02-26 09:10:20","R_1l6muP3K5t6DuES","","","","",40.99,-75.24,"anonymous","EN","0","26","2","5","2","2","1","1","1","1","2.5","2.5","1","2.5","1","2.5","6","2.5","2.5","2.5","1","2.5","2.5","2.5","1","6","6","2.5","2.5","2.5","2.5","2.5","1","30","6","6","2.5","2.5","1.29","60.739","61.351","42","5","5","5","5","6","4","3","5","2","7","6","6","6","7","6","3","7","","3180JW2OT4CRO9XTDH4G57MBUVVJ57","3S4TINXCC0N4SG7542IWS580JUKBOS","9922a3220cea0b48","8","1.10"
"2019-02-26 09:03:55","2019-02-26 09:10:30","0","b7f7b9dbf17eb99f","100","395","1","2019-02-26 09:10:30","R_3Hk8ll8fLXamxJC","","","","",40.43,-80.01,"anonymous","EN","1","26","2","4","0.25","1","1","1","2.5","1","6","2.5","1","1","1","1","6","1","1","2.5","1","1","1","1","1","2.5","1","1","1","16","1","1","1","30","1","2.5","1","1","21.646","47.036","66.888","38","2","3","1","2","3","2","1","2","2","1","5","6","6","3","2","3","7","","3ZPBJO59KP1Q1GHW4NJER6UOUKQHD9","3S4TINXCC0N4SG7542IWS580JUKBOS","bd05b7d4f00d344d","8","1.10"
"2019-02-26 09:01:13","2019-02-26 09:10:30","0","38c6254f8d1e7ac7","100","557","1","2019-02-26 09:10:31","R_1z7XA39IjpILTrj","","","","",16.83,81.5,"anonymous","EN","1","45","6","3","1","1","6","2.5","1","1","1","2.5","2.5","2.5","2.5","6","6","6","6","6","6","6","16","1","16","2.5","16","6","6","2.5","6","2.5","2.5","30","6","1","6","6","1.76","42.03","45.795","49","7","6","7","6","7","3","2","6","2","7","7","6","6","6","6","2","7","good survey. thank you.","3OONKJ5DKCJ7E05ZU4NYGP3P3LROBW","3S4TINXCC0N4SG7542IWS580JUKBOS","f9e649a3b0da9eb6","8","1.10"
"2019-02-26 09:01:14","2019-02-26 09:10:35","0","f45cf33ecc6ffa9e","100","560","1","2019-02-26 09:10:35","R_3qjHHxdwJ0LlFBB","","","","",35.28,-80.76,"anonymous","EN","1","48","2","4","2","2","6","2.5","6","2.5","6","2.5","2.5","6","1","1","6","1","2.5","6","2.5","1","6","2.5","6","1","16","2.5","2.5","6","1","6","1","30","2.5","1","2.5","1","5.313","36.489","38.647","27","3","6","3","3","3","4","4","3","2","5","6","5","4","6","3","6","7","Interesting study. Thank you.","3MX2NQ3YC9USJT2IULJHWGUQ5TAX59","3S4TINXCC0N4SG7542IWS580JUKBOS","0be080ca87f075b1","8","1.10"
"2019-02-26 09:00:57","2019-02-26 09:10:41","0","7d215b39f91951fe","100","584","1","2019-02-26 09:10:41","R_3QRSRQEH2ekC364","","","","",44.03,-71.12,"anonymous","EN","1","66","2","3","0.5","2","16","6","16","6","2.5","1","1","6","1","1","6","1","2.5","1","1","1","6","1","1","1","16","1","1","6","1","1","1","30","2.5","1","1","1","9.002","100.301","103.819","28","4","6","5","5","3","6","2","2","2","4","5","2","5","7","5","5","7","Interesting to take. Thanks.","33CID57104TU5KYP2JS06P1JKOA3L4","3S4TINXCC0N4SG7542IWS580JUKBOS","eb85619f39ffbaee","8","1.10"
"2019-02-26 09:00:44","2019-02-26 09:10:47","0","aa0b34aa734def5e","100","602","1","2019-02-26 09:10:47","R_3GB89RzWTp622ic","","","","",39.41,-77.28,"anonymous","EN","1","35","2","1","0.25","4","6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","6","30","16","2.5","1","6","16","2.5","2.5","1","2.5","1","2.5","2.5","1","2.5","1","30","1","1","1","1","3.384","32.776","34.602","27","2","5","2","5","2","6","3","3","2","2","2","2","2","2","2","6","7","Fruits are way too high in sugar especially for the daily recommended serving. I eat a lot of vegetables but its seasonal since I grow my own. Right now it's too cold for a garden so they must be purchased which limits my current intake due to funds. ","3HRMW88U16QIUAHDJ8BW44I1HHG0M8","3S4TINXCC0N4SG7542IWS580JUKBOS","5454db07c83e0e35","8","1.10"
"2019-02-26 09:08:02","2019-02-26 09:10:55","0","a6e0d64bf153f79d","100","172","1","2019-02-26 09:10:55","R_2Pbx2zpNkZI2OGe","","","","",38.62,-121.39,"anonymous","EN","1","24","4","0","1.5","2.5","1","6","2.5","2.5","6","6","6","6","1","16","6","1","16","16","2.5","2.5","16","2.5","6","2.5","6","1","1","2.5","2.5","2.5","2.5","30","6","6","2.5","1","2.431","24.005","25.941","14","4","6","5","5","5","4","4","5","2","5","6","5","7","5","6","3","7","","3SBEHTYCWN3TVMN761OD4354CLAYIQ","3S4TINXCC0N4SG7542IWS580JUKBOS","6969f0800c76cc1a","8","1.10"
"2019-02-26 09:05:54","2019-02-26 09:10:56","0","387c7ab282c4e59a","100","301","1","2019-02-26 09:10:56","R_3h6kIVgoamrszJs","","","","",40.76,-96.65,"anonymous","EN","0","28","2","3","2.5","2.5","1","2.5","16","1","2.5","30","16","16","1","2.5","6","1","1","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","30","16","6","16","5.307","36.405","37.465","26","5","5","5","5","5","3","3","5","2","6","7","7","7","7","7","1","7","","3X08E93BHVIBJII0YHKWO9V64KN665","3S4TINXCC0N4SG7542IWS580JUKBOS","c61d7414b7807f7d","8","1.10"
"2019-02-26 09:03:11","2019-02-26 09:11:20","0","6d7b3df240fcd54b","100","489","1","2019-02-26 09:11:21","R_2zG9lzvx4yatZxr","","","","",30.73,-88.18,"anonymous","EN","0","65","6","1","0.25","0.25","6","1","6","1","1","1","1","1","1","1","6","1","1","1","1","1","6","1","1","1","1","1","1","1","1","1","1","30","1","1","1","1","4.877","45.59","46.998","27","4","6","6","6","6","2","2","6","2","6","6","6","6","6","6","6","7","n/a","3A4TN5196KIGWOBI4RO370C69KEHC9","3S4TINXCC0N4SG7542IWS580JUKBOS","5d4fd3a0eda5a24a","8","1.10"
"2019-02-26 09:01:15","2019-02-26 09:11:21","0","28d0a4bd98fc6748","100","606","1","2019-02-26 09:11:22","R_3phZbNlEVeR2HWh","","","","",1.29,103.85,"anonymous","EN","0","33","4","3","5","6","30","2.5","2.5","1","30","2.5","2.5","6","1","1","6","30","2.5","30","2.5","1","6","16","16","2.5","30","6","2.5","30","16","30","6","30","2.5","6","2.5","6","2.435","4.508","6.375","2","1","1","6","4","5","7","6","7","2","7","6","4","6","3","7","6","7","","30IQTZXKAK6TOMGHXFD5FLYZOL00XS","3S4TINXCC0N4SG7542IWS580JUKBOS","02e2e0782b8c381a","8","1.10"
"2019-02-26 09:06:56","2019-02-26 09:11:36","0","ac667651869616a8","100","279","1","2019-02-26 09:11:36","R_1r8sxvmObtVmFOs","","","","",38.81,-77.05,"anonymous","EN","1","30","2","6","1","4","1","1","16","2.5","30","1","6","30","1","1","6","1","2.5","16","2.5","6","1","1","1","1","1","1","2.5","6","1","16","1","30","2.5","2.5","2.5","1","2.447","33.441","35.238","26","4","6","6","4","4","7","3","4","2","7","6","7","4","7","7","6","7","","3QUO65DNQUOMAZE5UV4TLFVDS6YOUD","3S4TINXCC0N4SG7542IWS580JUKBOS","6eaff126c8ff14c3","8","1.10"
"2019-02-26 09:06:39","2019-02-26 09:11:42","0","33480b71ce226d03","100","303","1","2019-02-26 09:11:42","R_6D06DF8NSBxfxRf","","","","",40.33,-79.61,"anonymous","EN","0","35","5","6","2","0.25","1","1","1","1","1","1","1","1","1","1","6","1","1","1","1","1","1","1","1","1","2.5","1","1","1","1","2.5","1","30","1","6","1","1","1.596","35.832","36.682","27","4","4","4","3","6","2","1","5","2","2","6","1","1","2","3","3","7","For some of the veggies and fruit, I would have loved to see a never option because some I never eat because I don't like","3SBEHTYCWN3TVMN761OD4354CLAIYA","3S4TINXCC0N4SG7542IWS580JUKBOS","ec5dea20590fbabc","8","1.10"
"2019-02-26 09:02:02","2019-02-26 09:11:49","0","54d68b9aac5c6c09","100","587","1","2019-02-26 09:11:50","R_820ja3d3AGvIbqp","","","","",40.11,-75.15,"anonymous","EN","0","29","3","2","1","2.5","1","1","6","1","6","1","1","1","6","6","6","1","2.5","2.5","1","6","6","2.5","2.5","1","16","1","1","16","1","1","1","30","16","2.5","1","1","23.418","34.468","40.916","3","4","5","6","5","4","5","7","1","2","6","5","3","5","4","5","2","7","no","3QAVNHZ3EM4UP5XABY7ATXFPQY1LAH","3S4TINXCC0N4SG7542IWS580JUKBOS","68c4944e36f02624","8","1.10"
"2019-02-26 09:03:55","2019-02-26 09:12:02","0","76821882f569cd0d","100","486","1","2019-02-26 09:12:03","R_3CDfBqjLOJsZaq7","","","","",41.47,-87.08,"anonymous","EN","1","29","2","4","0.25","1","2.5","1","1","1","1","1","1","2.5","1","1","6","1","1","6","1","2.5","6","2.5","2.5","2.5","1","1","2.5","1","1","1","1","30","1","1","1","1","2.523","35.011","35.659","35","3","5","6","5","5","5","4","4","2","4","3","4","4","4","5","2","7","","3I02618YA064VZQ69VH8AF032BUPUV","3S4TINXCC0N4SG7542IWS580JUKBOS","dd87b4b0d1f1393f","8","1.10"
"2019-02-26 09:01:09","2019-02-26 09:12:19","0","d753cc5b0cd1b0ff","100","669","1","2019-02-26 09:12:20","R_3O2ecro9yyyFj3B","","","","",23.03,72.62,"anonymous","EN","1","27","6","5","0.25","1.5","16","1","2.5","2.5","1","1","2.5","1","1","1","6","1","2.5","1","1","1","6","1","1","2.5","16","1","1","2.5","1","6","1","30","2.5","1","1","1","2.479","76.359","77.364","29","2","3","4","7","2","3","2","6","2","4","4","4","7","3","4","4","7","","3IO1LGZLK9XYNW1ORWHU8NRXAFD68R","3S4TINXCC0N4SG7542IWS580JUKBOS","e8feae045a9ef505","8","1.10"
